,pitch_type,fastball,start_speed,zone,code,type,b_score,p_score,ab_id,pitch_num,b_count,s_count,outs,on_1b,on_2b,on_3b,event,inning,left_batter,top,weather,start_time,year,day_game,b_0,b_1,b_2,b_3,s_0,s_1,s_2,o_0,o_1,o_2,s_over_b,b_over_s,on_2b3b,inning_sq_root,after_4_inning,after_5_inning,firstball,first2ball,abs_diff,diff,tie,ahead,behind,tempature,more_than_70,last_pitch_type,last_fastball,last_code,last_type,last_b,last_s,last_inplay,last_contact,last_pitch,last_run,last_in_play_out,last_pa,last_num,game_pitch,last_over_9,over_30_pitches,last_pa_homerun,last_pa_double_triple,last_pa_long,last_pa_so,last_pa_bb,last_pa_dp,last_pa_out
12465,CU,0,77.7,11.0,C,S,2,7,2018124379,3,1,1,2,0,0,0,Strikeout,5,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.23606797749979,1,1,0,0,5,5,0,1,0,78,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,5,83,0,1,0,0,0,0,0,0,1
12466,FF,1,95.6,4.0,F,S,2,7,2018124379,4,1,2,2,0,0,0,Strikeout,5,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,5,5,0,1,0,78,1,CU,0,C,S,0,1,0,0,S,0,0,Groundout,5,83,0,1,0,0,0,0,0,0,1
12467,CH,0,84.2,13.0,F,S,2,7,2018124379,5,1,2,2,0,0,0,Strikeout,5,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,5,5,0,1,0,78,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,5,83,0,1,0,0,0,0,0,0,1
12468,FF,1,94.9,4.0,F,S,2,7,2018124379,6,1,2,2,0,0,0,Strikeout,5,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,5,5,0,1,0,78,1,CH,0,F,S,0,1,0,1,S,0,0,Groundout,5,83,0,1,0,0,0,0,0,0,1
12469,CU,0,79.9,14.0,S,S,2,7,2018124379,7,1,2,2,0,0,0,Strikeout,5,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,5,5,0,1,0,78,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,5,83,0,1,0,0,0,0,0,0,1
12470,FF,1,93.7,4.0,C,S,2,7,2018124384,1,0,0,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.449489742783178,1,1,1,1,5,5,0,1,0,78,1,CU,0,S,S,0,1,0,0,S,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12471,CU,0,77.8,14.0,B,B,2,7,2018124384,2,0,1,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.449489742783178,1,1,0,1,5,5,0,1,0,78,1,FF,1,C,S,0,1,0,0,S,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12472,CU,0,78.6,2.0,C,S,2,7,2018124384,3,1,1,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,CU,0,B,B,1,0,0,0,B,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12473,FC,1,89.3,14.0,B,B,2,7,2018124384,4,1,2,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,CU,0,C,S,0,1,0,0,S,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12474,CH,0,85.5,13.0,B,B,2,7,2018124384,5,2,2,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FC,1,B,B,1,0,0,0,B,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12475,FF,1,95.2,5.0,F,S,2,7,2018124384,6,3,2,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,CH,0,B,B,1,0,0,0,B,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12476,CU,0,79.1,14.0,*B,B,2,7,2018124384,7,3,2,0,0,0,0,Walk,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,7,90,0,1,0,0,0,0,0,0,1
12477,FF,1,95.1,11.0,S,S,2,7,2018124385,1,0,0,0,1,0,0,Lineout,6,0,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.449489742783178,1,1,1,1,5,5,0,1,0,78,1,CU,0,*B,B,1,0,0,0,B,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
12478,FF,1,95.9,11.0,B,B,2,7,2018124385,2,0,1,0,1,0,0,Lineout,6,0,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.449489742783178,1,1,0,1,5,5,0,1,0,78,1,FF,1,S,S,0,1,0,0,S,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
12479,CH,0,83.7,14.0,B,B,2,7,2018124385,3,1,1,0,1,0,0,Lineout,6,0,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FF,1,B,B,1,0,0,0,B,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
12480,FF,1,95.4,9.0,X,X,2,7,2018124385,4,2,1,0,1,0,0,Lineout,6,0,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,CH,0,B,B,1,0,0,0,B,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
12481,CU,0,76.8,11.0,B,B,2,7,2018124386,1,0,0,1,1,0,0,Groundout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.449489742783178,1,1,1,1,5,5,0,1,0,78,1,FF,1,X,X,0,0,1,1,X,0,0,Lineout,4,101,0,1,0,0,0,0,0,0,1
12482,CH,0,83.9,7.0,X,X,2,7,2018124386,2,1,0,1,1,0,0,Groundout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2.449489742783178,1,1,0,1,5,5,0,1,0,78,1,CU,0,B,B,1,0,0,0,B,0,0,Lineout,4,101,0,1,0,0,0,0,0,0,1
12483,FF,1,95.5,12.0,B,B,2,7,2018124387,1,0,0,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2.449489742783178,1,1,1,1,5,5,0,1,0,78,1,CH,0,X,X,0,0,1,1,X,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12484,FF,1,93.8,2.0,F,S,2,7,2018124387,2,1,0,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2.449489742783178,1,1,0,1,5,5,0,1,0,78,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12485,FF,1,95.9,11.0,B,B,2,7,2018124387,3,1,1,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12486,FC,1,90.0,12.0,S,S,2,7,2018124387,4,2,1,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,1,0,0,0,1,0,1,1,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12487,FF,1,95.7,11.0,B,B,2,7,2018124387,5,2,2,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FC,1,S,S,0,1,0,0,S,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12488,FC,1,89.9,1.0,T,S,2,7,2018124387,6,3,2,2,0,1,0,Strikeout,6,1,1,"78 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2.449489742783178,1,1,0,0,5,5,0,1,0,78,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,2,103,0,1,0,0,0,0,0,0,1
12489,SL,0,86.4,14.0,S,S,0,0,2018129229,1,0,0,0,0,0,0,Groundout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,1,1,0,0,1,0,0,81,1,FC,1,T,S,0,1,0,1,S,0,0,Strikeout,6,2,0,0,0,0,0,1,0,0,1
12490,FF,1,94.3,11.0,B,B,0,0,2018129229,2,0,1,0,0,0,0,Groundout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.0,0,0,0,1,0,0,1,0,0,81,1,SL,0,S,S,0,1,0,0,S,0,0,Strikeout,6,2,0,0,0,0,0,1,0,0,1
12491,FF,1,95.0,6.0,C,S,0,0,2018129229,3,1,1,0,0,0,0,Groundout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Strikeout,6,2,0,0,0,0,0,1,0,0,1
12492,CU,0,80.3,9.0,X,X,0,0,2018129229,4,1,2,0,0,0,0,Groundout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Strikeout,6,2,0,0,0,0,0,1,0,0,1
12493,FF,1,93.6,14.0,B,B,0,0,2018129230,1,0,0,1,0,0,0,Lineout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,1,1,0,0,1,0,0,81,1,CU,0,X,X,0,0,1,1,X,0,0,Groundout,4,6,0,0,0,0,0,0,0,0,1
12494,FF,1,94.5,3.0,F,S,0,0,2018129230,2,1,0,1,0,0,0,Lineout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,1,0,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,4,6,0,0,0,0,0,0,0,0,1
12495,FF,1,95.4,4.0,X,X,0,0,2018129230,3,1,1,1,0,0,0,Lineout,1,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,4,6,0,0,0,0,0,0,0,0,1
12496,FF,1,95.9,11.0,B,B,0,0,2018129231,1,0,0,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,0,1,1,0,0,1,0,0,81,1,FF,1,X,X,0,0,1,1,X,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12497,FF,1,94.8,12.0,B,B,0,0,2018129231,2,1,0,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1.0,0,0,0,1,0,0,1,0,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12498,CU,0,78.2,8.0,F,S,0,0,2018129231,3,2,0,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12499,FF,1,95.6,8.0,C,S,0,0,2018129231,4,2,1,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1.0,0,0,0,0,0,0,1,0,0,81,1,CU,0,F,S,0,1,0,1,S,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12500,CH,0,86.1,13.0,B,B,0,0,2018129231,5,2,2,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12501,FF,1,97.1,1.0,F,S,0,0,2018129231,6,3,2,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.0,0,0,0,0,0,0,1,0,0,81,1,CH,0,B,B,1,0,0,0,B,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12502,CH,0,86.0,13.0,T,S,0,0,2018129231,7,3,2,2,0,0,0,Strikeout,1,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.0,0,0,0,0,0,0,1,0,0,81,1,FF,1,F,S,0,1,0,1,S,0,0,Lineout,3,9,0,0,0,0,0,0,0,0,1
12503,FF,1,93.8,13.0,C,S,0,1,2018129236,1,0,0,0,0,0,0,Flyout,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.4142135623730951,0,0,1,1,1,1,0,1,0,81,1,CH,0,T,S,0,1,0,1,S,0,0,Groundout,7,16,0,0,0,0,0,0,0,0,1
12504,FF,1,93.2,11.0,F,S,0,1,2018129236,2,0,1,0,0,0,0,Flyout,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.4142135623730951,0,0,0,1,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Groundout,7,16,0,0,0,0,0,0,0,0,1
12505,FC,1,89.2,2.0,X,X,0,1,2018129236,3,0,2,0,0,0,0,Flyout,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1.4142135623730951,0,0,0,0,1,1,0,1,0,81,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,7,16,0,0,0,0,0,0,0,0,1
12506,SL,0,85.7,1.0,C,S,0,1,2018129237,1,0,0,1,0,0,0,Pop Out,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.4142135623730951,0,0,1,1,1,1,0,1,0,81,1,FC,1,X,X,0,0,1,1,X,0,0,Flyout,3,19,0,0,0,0,0,0,0,0,1
12507,SL,0,86.9,12.0,B,B,0,1,2018129237,2,0,1,1,0,0,0,Pop Out,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.4142135623730951,0,0,0,1,1,1,0,1,0,81,1,SL,0,C,S,0,1,0,0,S,0,0,Flyout,3,19,0,0,0,0,0,0,0,0,1
12508,FF,1,95.0,11.0,X,X,0,1,2018129237,3,1,1,1,0,0,0,Pop Out,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.4142135623730951,0,0,0,0,1,1,0,1,0,81,1,SL,0,B,B,1,0,0,0,B,0,0,Flyout,3,19,0,0,0,0,0,0,0,0,1
12509,CU,0,78.2,5.0,D,X,0,1,2018129238,1,0,0,2,0,0,0,Single,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.4142135623730951,0,0,1,1,1,1,0,1,0,81,1,FF,1,X,X,0,0,1,1,X,0,0,Pop Out,3,22,0,0,0,0,0,0,0,0,1
12510,CH,0,84.6,13.0,S,S,0,1,2018129239,1,0,0,2,1,0,0,Single,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.4142135623730951,0,0,1,1,1,1,0,1,0,81,1,CU,0,D,X,0,0,1,1,H,0,0,Single,1,23,0,0,0,0,0,0,0,0,0
12511,FF,1,94.5,5.0,D,X,0,1,2018129239,2,0,1,2,1,0,0,Single,2,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.4142135623730951,0,0,0,1,1,1,0,1,0,81,1,CH,0,S,S,0,1,0,0,S,0,0,Single,1,23,0,0,0,0,0,0,0,0,0
12512,FF,1,95.0,4.0,C,S,0,1,2018129240,1,0,0,2,1,0,1,Groundout,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.4142135623730951,0,0,1,1,1,1,0,1,0,81,1,FF,1,D,X,0,0,1,1,H,0,0,Single,2,25,0,0,0,0,0,0,0,0,0
12513,SL,0,87.5,14.0,S,S,0,1,2018129240,2,0,1,2,1,0,1,Groundout,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1.4142135623730951,0,0,0,1,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Single,2,25,0,0,0,0,0,0,0,0,0
12514,SL,0,86.2,14.0,X,X,0,1,2018129240,3,0,2,2,1,0,1,Groundout,2,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1.4142135623730951,0,0,0,0,1,1,0,1,0,81,1,SL,0,S,S,0,1,0,0,S,0,0,Single,2,25,0,0,0,0,0,0,0,0,0
12515,FF,1,93.8,11.0,C,S,0,1,2018129244,1,0,0,0,0,0,0,Strikeout,3,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.7320508075688772,0,0,1,1,1,1,0,1,0,81,1,SL,0,X,X,0,0,1,1,X,0,0,Groundout,3,28,0,0,0,0,0,0,0,0,1
12516,FF,1,94.4,11.0,F,S,0,1,2018129244,2,0,1,0,0,0,0,Strikeout,3,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.7320508075688772,0,0,0,1,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Groundout,3,28,0,0,0,0,0,0,0,0,1
12517,CU,0,77.6,14.0,B,B,0,1,2018129244,3,0,2,0,0,0,0,Strikeout,3,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,3,28,0,0,0,0,0,0,0,0,1
12518,FF,1,96.1,11.0,C,S,0,1,2018129244,4,1,2,0,0,0,0,Strikeout,3,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,CU,0,B,B,1,0,0,0,B,0,0,Groundout,3,28,0,0,0,0,0,0,0,0,1
12519,FF,1,94.6,13.0,B,B,0,1,2018129245,1,0,0,1,0,0,0,Lineout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.7320508075688772,0,0,1,1,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Strikeout,4,32,0,1,0,0,0,1,0,0,1
12520,SL,0,85.2,4.0,C,S,0,1,2018129245,2,1,0,1,0,0,0,Lineout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.7320508075688772,0,0,0,1,1,1,0,1,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Strikeout,4,32,0,1,0,0,0,1,0,0,1
12521,SL,0,86.6,6.0,X,X,0,1,2018129245,3,1,1,1,0,0,0,Lineout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,SL,0,C,S,0,1,0,0,S,0,0,Strikeout,4,32,0,1,0,0,0,1,0,0,1
12522,SL,0,85.3,4.0,C,S,0,1,2018129246,1,0,0,2,0,0,0,Flyout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.7320508075688772,0,0,1,1,1,1,0,1,0,81,1,SL,0,X,X,0,0,1,1,X,0,0,Lineout,3,35,0,1,0,0,0,0,0,0,1
12523,FF,1,95.4,9.0,C,S,0,1,2018129246,2,0,1,2,0,0,0,Flyout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.7320508075688772,0,0,0,1,1,1,0,1,0,81,1,SL,0,C,S,0,1,0,0,S,0,0,Lineout,3,35,0,1,0,0,0,0,0,0,1
12524,FF,1,96.4,11.0,F,S,0,1,2018129246,3,0,2,2,0,0,0,Flyout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Lineout,3,35,0,1,0,0,0,0,0,0,1
12525,FF,1,96.5,11.0,B,B,0,1,2018129246,4,0,2,2,0,0,0,Flyout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,FF,1,F,S,0,1,0,1,S,0,0,Lineout,3,35,0,1,0,0,0,0,0,0,1
12526,CU,0,80.1,11.0,X,X,0,1,2018129246,5,1,2,2,0,0,0,Flyout,3,0,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.7320508075688772,0,0,0,0,1,1,0,1,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Lineout,3,35,0,1,0,0,0,0,0,0,1
12527,CU,0,78.5,13.0,B,B,0,1,2018129251,1,0,0,0,0,0,0,Walk,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,1,1,1,1,0,1,0,81,1,CU,0,X,X,0,0,1,1,X,0,0,Strikeout,5,40,0,1,0,0,0,1,0,0,1
12528,CH,0,85.5,11.0,B,B,0,1,2018129251,2,1,0,0,0,0,0,Walk,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2.0,1,0,0,1,1,1,0,1,0,81,1,CU,0,B,B,1,0,0,0,B,0,0,Strikeout,5,40,0,1,0,0,0,1,0,0,1
12529,FC,1,89.3,11.0,C,S,0,1,2018129251,3,2,0,0,0,0,0,Walk,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2.0,1,0,0,0,1,1,0,1,0,81,1,CH,0,B,B,1,0,0,0,B,0,0,Strikeout,5,40,0,1,0,0,0,1,0,0,1
12530,CH,0,85.3,11.0,B,B,0,1,2018129251,4,2,1,0,0,0,0,Walk,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.0,1,0,0,0,1,1,0,1,0,81,1,FC,1,C,S,0,1,0,0,S,0,0,Strikeout,5,40,0,1,0,0,0,1,0,0,1
12531,FC,1,89.7,11.0,B,B,0,1,2018129251,5,3,1,0,0,0,0,Walk,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2.0,1,0,0,0,1,1,0,1,0,81,1,CH,0,B,B,1,0,0,0,B,0,0,Strikeout,5,40,0,1,0,0,0,1,0,0,1
12532,FF,1,94.7,6.0,B,B,0,1,2018129252,1,0,0,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,1,1,1,1,0,1,0,81,1,FC,1,B,B,1,0,0,0,B,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
12533,FF,1,95.2,13.0,C,S,0,1,2018129252,2,1,0,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2.0,1,0,0,1,1,1,0,1,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
12534,FF,1,95.5,14.0,B,B,0,1,2018129252,3,1,1,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.0,1,0,0,0,1,1,0,1,0,81,1,FF,1,C,S,0,1,0,0,S,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
12535,CU,0,79.6,14.0,W,S,0,1,2018129252,4,2,1,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.0,1,0,0,0,1,1,0,1,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
12536,FF,1,96.1,11.0,B,B,0,1,2018129252,5,2,2,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,1,0,0,0,1,1,0,1,0,81,1,CU,0,W,S,0,1,0,0,S,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
12537,FF,1,95.2,1.0,F,S,0,1,2018129252,6,3,2,0,1,0,0,Single,4,1,1,"81 degrees, cloudy",0 days 19:05:00,2018,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2.0,1,0,0,0,1,1,0,1,0,81,1,FF,1,B,B,1,0,0,0,B,0,0,Walk,5,45,0,1,0,0,0,0,1,0,0
